artist,asin,media,review_count,star_rating,title,year
Allman Brothers Band,B000001E0D,Audio CD,150,4.7,The Fillmore Concerts,1992
Acid Bath,B0000017CI,"Audio CD,MP3 Music",151,4.7,Paegan Terrorism Tactics,2005
Heathen,B000ND5SVA,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",150,4.7,Breaking The Silence [CASSETTE],
Airbag,B0028XM6WM,"Audio CD,MP3 Music,Vinyl",150,4.7,Identity,2016
Kadavar,B0083O0YYC,"Audio CD,MP3 Music,Vinyl",150,4.7,Kadavar,2014
Kärbholz,B00QG15OO4,"Audio CD,Vinyl",151,4.7,Karma,2015
Life Of Agony,B000000H6N,"Audio CD,MP3 Music,Vinyl",149,4.7,River Runs Red,1993
John Mellencamp,B0007XBMYI,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",149,4.7,John Cougar Remastered,2005
Iron Savior,B08KWV8YWL,"Audio CD,MP3 Music,Vinyl",149,4.7,Skycrest,2020
Leah,B07F9G57SZ,"Audio CD,MP3 Music,Vinyl",149,4.7,The Quest,2018
Fantomas,B00005JA7D,"Audio CD,MP3 Music",150,4.7,The Director's Cut,2015
Y&T,B0007L7SWU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",149,4.7,Down for the Count,2005
Dark Tranquillity,B08FNJK41L,"Audio CD,MP3 Music,Vinyl",150,4.7,Damage Done - Expanded Edition,2020
Rob Halford,B00UHD89A8,"Audio CD,MP3 Music",149,4.7,Essential Rob Halford,2015
Sparta,B000069KO6,"Audio CD,MP3 Music,Vinyl",149,4.7,Wiretap Scars,2002
Lynyrd Skynyrd,B00002599Z,"Audio CD,Vinyl,Audio, Cassette",148,4.7,First & Last,1991
Elder,B07QJ5XZ5K,"Audio CD,MP3 Music,Vinyl",148,4.7,Gold & Silver Sessions,2019
From Autumn To Ashes,B0000C3I7E,"Audio CD,MP3 Music,Vinyl",148,4.7,Fiction We Live,2003
Ayreon,B0007M8I3M,"Audio CD,MP3 Music,Vinyl",148,4.7,The Final Experiment,2012
From Autumn To Ashes,B098JVZNHB,"Vinyl,MP3 Music,Audio CD",147,4.7,Too Bad You're Beautiful,2021
Orbit Culture,B096LWK8R6,"Audio CD,MP3 Music,Vinyl",148,4.7,Shaman,2021
Sevendust,B000MGBTIE,"Audio CD,MP3 Music,Vinyl",147,4.7,Alpha,2007
The Who,B000002ORU,"Audio CD,MP3 Music,Audio, Cassette",148,4.7,30 Years Of Maximum R & B,1994
Sevendust,B07JHJFJY2,"Vinyl,MP3 Music,Audio CD",147,4.7,"Alpha (2 LP, White & Silver Colored Vinyl)",2018
Rhapsody of Fire,B07YCR6XKJ,"Audio CD,MP3 Music,Vinyl",148,4.7,Glory For Salvation,2021
Warlock,B000001FL6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",147,4.7,Burning the Witches,1991
Within the Ruins,B08KH3S5H5,"Audio CD,MP3 Music,Vinyl",147,4.7,Black Heart,2020
Widespread Panic,B000003CL9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",147,4.7,Ain't Life Grand,1994
Erra,B07FPTYMKC,"Vinyl,MP3 Music,Audio CD",147,4.7,Neon,2018
Amorphis,B004SKI6ZE,"Audio CD,Vinyl",148,4.7,The Beginning of Times,2012
Scorpions,B000TSIK14,"Audio CD,MP3 Music,Vinyl",148,4.7,Humanity: Hour 1,2007
Axel Rudi Pell,B00042YL1S,"Audio CD,MP3 Music,Vinyl",148,4.7,"The Ballads, III",2005
Solution .45,B00HTJZLUO,"Audio CD,MP3 Music",27,4.9,Nightmares In The Waking State - Part Ii,2016
Zhrine,B01BDT7MXO,"Audio CD,MP3 Music,Vinyl",27,4.9,Unortheta,2016
Gregg Allman,B000003TVZ,Audio CD,27,4.9,One More Try: An Anthology,1997
Various Artists,B0000033FH,"Audio CD,Audio, Cassette",27,4.9,Classic MTV: Class of 1983,1995
Tad,B00104J3EO,DVD,27,4.9,Busted Circuits & Ringing Ears,", et al."
Va-This Is Boston Not L.a,B000005AAM,Audio CD,27,4.9,This Is Boston Not La,1995
Enterprise Earth,B0161H1P68,"Audio CD,MP3 Music",27,4.9,Patient 0,2015
Sasquatch,B000IHYU7E,"Audio CD,MP3 Music,Vinyl",27,4.9,II,2006
TEXAS IN JULY,B00N0VZ0PQ,"Vinyl,MP3 Music,Audio CD",27,4.9,Bloodwork,2015
P.O.D.,B000BMSTQE,"Audio CD,MP3 Music",27,4.9,Warriors 2,2005
Meshuggah,B07HSZFYNF,Vinyl,27,4.9,Chaosphere,2018
Stuck Mojo,B000005HM5,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",27,4.9,Snappin' Necks,1995
Schammasch,B00ISUPKCC,"Audio CD,MP3 Music,Vinyl",27,4.9,Contradiction,2014
Leviathan,B00R4W2NH0,"Audio CD,MP3 Music",27,4.9,Scar Sighted,2015
Sweet F.A.,B000008LBF,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",27,4.9,Stick to Your Guns,1990
Leviathan,B07D55J8P4,"Vinyl,MP3 Music,Audio CD",27,4.9,Massive Conspiracy Against All Life,2018
Necronomicon,B07WNZRQP5,"Audio CD,MP3 Music,Vinyl",27,4.9,UNUS,2019
SLAPSHOT,B00KRSFU9Q,"Audio CD,MP3 Music,Vinyl",27,4.9,Slapshot,2014
Graveyard,B000UZ4OWU,"Vinyl,Audio CD",27,4.9,Graveyard,2008
God Dethroned,B000059LM0,"Audio CD,MP3 Music",27,4.9,Ravenous,2001
Death SS,B00CSI6JF2,"Audio CD,MP3 Music,Vinyl",27,4.9,Resurrection,2013
Candlebox,B09C2PN899,"Vinyl,MP3 Music,Audio CD",147,4.7,Happy Pills Limited Gold,2021
Pretty Maids,B00000731W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",146,4.7,Future World,2011
Dream Theater,B00000DD27,"Audio CD,MP3 Music,Vinyl",147,4.7,Once in a Livetime,1998
(Hed) Pe,B0002XEDD0,"Audio CD,MP3 Music",147,4.7,Only In Amerika,2005
Sepultura,B096WMCW3X,"Audio CD,MP3 Music",147,4.7,SepulQuarta,2021
Suicidal Tendencies,B00197THJI,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",146,4.7,Controlled By Hatred/Feel Like,
Frank Zappa,B0000009TI,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",147,4.7,Broadway the Hard Way,1995
The Clash,B0002Y4TZG,"Audio CD,MP3 Music,Vinyl",147,4.7,London Calling,2004
Dissection,B000FP2ZPI,Audio CD,147,4.7,Storm Of The Light's Bane,2006
Spooky Tooth,B0000011W0,"Audio CD,MP3 Music,Vinyl",146,4.7,Last Puff,1996
Municipal Waste,B09X1WHSM6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",145,4.7,Electrified Brain,2022
Deep Purple,B000002KBA,"Audio CD,Vinyl",146,4.7,In Rock,1990
Carnifex,B07SR85PSV,"Vinyl,MP3 Music,Audio CD",146,4.7,World War X,2019
T.N.T.,B01FWTIA78,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",145,4.7,Knights Of The New Thunder,2016
Kamelot,B00005AXOX,"Audio CD,MP3 Music",146,4.7,Karma,
Threshold,B008OHV5HS,"Audio CD,MP3 Music,Vinyl",145,4.7,March of Progress,2012
Europe,B002XMGJHG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",145,4.7,Wings of Tomorrow,2010
Moonspell,B075H4HRW3,"Audio CD,MP3 Music,Vinyl",146,4.7,1755,2022
Crippled Black Phoenix,B08DSYQ661,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",145,4.7,Ellengaest,2020
Social Distortion,B000005EN1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",145,4.7,Prison Bound,1995
P.O.D.,B000BGH0OC,"Audio CD,MP3 Music",144,4.7,Testify,2006
Alcest,B093RPHWRN,"Vinyl,MP3 Music,Audio CD",145,4.7,Souvenirs D'un Autre Monde,2021
Anvil,B00007M01G,"Audio CD,MP3 Music,Vinyl",144,4.7,Metal on Metal,2005
D.A.D.,B000008ERZ,"Audio CD,Audio CD",145,4.7,No Fuel Left for the Pilgrims,1989
Dimmu Borgir,B000BM3YGY,"Vinyl,MP3 Music,Audio CD",144,4.7,Stormblast,2018
Britny Fox,B000008DRQ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",145,4.7,Britny Fox,1990
IQ,B0007R8FHG,"Audio CD,MP3 Music",145,4.7,Subterranea,2012
Down 'n' Outz,B0764S3VW2,"Vinyl,MP3 Music,Audio CD",144,4.7,The Further Adventures Of,2017
Nightmares on Wax,B00007L7EY,"Vinyl,MP3 Music,Audio CD",143,4.7,Carboot Soul,2014
JJ Grey & Mofro,B000MGVBNW,"Audio CD,MP3 Music,Vinyl",143,4.7,Country Ghetto,2007
Brainstorm,B07FDTF481,"Audio CD,MP3 Music,Vinyl",143,4.7,Midnight Ghost,2018
Doro,B07CPF5F1S,"Audio CD,MP3 Music,Vinyl",144,4.7,Fear No Evil,2018
Ensiferum,B00RXPTX4O,"Audio CD,MP3 Music,Vinyl",144,4.7,One Man Army,2015
Firewind,B01NBCCP6Y,"Audio CD,MP3 Music,Vinyl",143,4.7,Immortals,2017
Steve Lukather,B000026LYK,"Audio CD,Audio DVD",142,4.7,Candyman,2011
Born of Osiris,B00DOPXC94,"Audio CD,MP3 Music,Vinyl",143,4.7,Tomorrow We Die Alive,2013
Kai Hansen,B06Y3K2CSK,"Audio CD,MP3 Music,Vinyl",143,4.7,Thank You Wacken,2017
Witherfall,B08P3QVW38,"Vinyl,MP3 Music,Audio CD",142,4.7,Curse Of Autumn black Poster,2021
In Flames,B00NQ2ZKJA,"Vinyl,MP3 Music,Audio CD",142,4.7,The Jester Race,2014
JJ Grey & Mofro,B001BWQA5A,"Audio CD,MP3 Music",142,4.7,Orange Blossoms,2008
Threshold,B074JVGDXQ,"Audio CD,MP3 Music",141,4.7,Legends Of The Shires,2017
The Doors,B0011U8NZ2,"Audio CD,Vinyl",141,4.7,Live In Pittsburgh 1970,2008
Dream Theater,B09RB79PGT,"Audio CD,MP3 Music,Vinyl",45,4.8,Lost Not Forgotten Archives: Live in NYC - 1993,2022
Bathory,B09MDWST8N,"Audio, Cassette,MP3 Music,Audio CD",45,4.8,Nordland I,2022
Various Artists,B0000668NA,Audio CD,45,4.8,Totally Hits 2002,2002
Dragonland,B005V8K394,"Audio CD,MP3 Music",45,4.8,Under the Grey Banner,2012
Poison,B000008JI1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",141,4.7,Native Tongue,1993
Bloodbound,B0099NUV80,"Audio CD,MP3 Music,Vinyl",45,4.8,In the Name of Metal,2012
Twiztid,B000050HSJ,"Audio CD,MP3 Music,Vinyl",141,4.7,Freek Show,2000
Saigon Kick,B000002JPC,"Audio CD,MP3 Music,Audio, Cassette",141,4.7,The Lizard,1992
Galactic Cowboys,B000000OZX,"Audio CD,MP3 Music,Audio, Cassette",45,4.8,Galactic Cowboys,1996
Alice Cooper,B00HHVMG9S,"Audio CD,MP3 Music",45,4.8,Brutally Live,2014
Thy Art Is Murder,B07RC8YYNZ,"Audio CD,MP3 Music,Vinyl",141,4.7,Human Target Limited/Embossed/Red Foil,2019
Hanoi Rocks,B01L1P2FAU,"Audio CD,Vinyl,Audio, Cassette",45,4.8,All Those Wasted Years: Live At The Marquee,2017
Fastway,B000008FIP,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",142,4.7,All Fired Up,1990
Vio-Lence,B0009OUBMO,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",142,4.7,Eternal Nightmare,2005
Grai,B01M4S845W,"Audio CD,MP3 Music",45,4.8,Mlada,2016
Funker Vogt,B083XVDZKP,"Audio CD,MP3 Music",45,4.8,Conspiracy,2020
Bloodbath,B07DY2M948,"Vinyl,MP3 Music",45,4.8,Unblessing The Purity,2018
Biohazard,B00005NNQ4,Audio CD,45,4.8,Uncivilization,2001
Mork,B07DQ9SJ9V,"Audio CD,MP3 Music,Vinyl",45,4.8,Den Vandrende Skygge,2018
Anathema,B00SUFB10U,Audio CD,45,4.8,Fine Days 1999 - 2004,2016
Radkey,B01LB464HG,"Vinyl,MP3 Music,Audio CD",45,4.8,Delicious Rock Noise,2016
Hate Eternal,B0009MAPFO,"Audio CD,MP3 Music",45,4.8,I Monarch,2005
Hate Eternal,B001OD6HL8,"Audio CD,MP3 Music,Audio CD",45,4.8,I Monarch,2009
Death Angel,B003VURG3A,"Audio CD,MP3 Music,Vinyl",141,4.7,Relentless Retribution Digi,2012
The Mars Volta,B006WQJFYS,"Audio CD,Vinyl",45,4.8,Bedlamingoliath,2012
Beatsteaks,B000OCZ7M0,"Vinyl,MP3 Music,Audio CD",45,4.8,Limbo Messiah,2017
Linkin Park,B08SQ6NLF2,"Audio CD,MP3 Music,Vinyl",140,4.7,Minutes To Midnight (CD),
Slightly Stoopid,B00082ZQX6,Audio CD,141,4.7,Closer To The Sun,2005
Steppenwolf,B00000I9CL,"Audio CD,MP3 Music,Audio, Cassette",141,4.7,20th Century Masters: The Millennium Collection - The Best Of Steppenwolf,1999
The Clash,B0000026HW,"Audio CD,Vinyl,Audio, Cassette",140,4.7,Story of the Clash I,1990
Paradise Lost,B07895VMXY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",141,4.7,Host,2018
Dark Angel,B002J8Y426,"Audio CD,MP3 Music,Vinyl",141,4.7,Time Does Not Heal,2011
Ensiferum,B073LF8C82,"Audio CD,MP3 Music,Vinyl",141,4.7,Two Paths,2017
Korn,B000F2CC3Q,"Audio CD,MP3 Music",140,4.7,Live & Rare,2006
36 Crazyfists,B00015U6EY,"Audio CD,MP3 Music,Vinyl",140,4.7,Snow Capped Romance,2004
Candlebox,B000F8OIZU,"Audio CD,MP3 Music",141,4.7,The Best of Candlebox,2006
Jethro Tull,B000003JAU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",140,4.7,Original Masters,1990
Manevolent Creation,B07MBBVC4M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",140,4.7,The 13th Beast,2019
Kingdom Come,B0000071CZ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",141,4.7,In Your Face ger,1998
My Dying Bride,B011QB7AYA,"Audio CD,MP3 Music,Vinyl",140,4.7,Feel The Misery,2017
Ace Frehley,B01BNLXZR4,"Vinyl,Audio CD",140,4.7,Origins Vol 1,2016
Blue Oyster Cult,B00000EG9Q,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",140,4.7,Blue Öyster Cult,
Marillion,B000005RRH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",140,4.7,B'Sides Themselves,1998
Lynyrd Skynyrd,B00004YMMP,"Audio CD,MP3 Music",139,4.7,Christmas Time Again,
The Color Morale,B002I2PHTC,"Audio CD,MP3 Music",19,5,We All Have Demons,2009
Jerusalem,B07DLFJ2F2,"Audio CD,Vinyl",19,5,Warrior (Legends Remastered),
Sepultura,B00004WN99,"Audio CD,MP3 Music,Vinyl",19,5,Arise,
Burzum,B083MYGYMY,"Vinyl,MP3 Music,Audio CD",138,4.7,Thulean Mysteries,2021
Sevendust,B0013K1ALY,"Audio CD,MP3 Music,Vinyl",139,4.7,Chapter VII: Hope And Sorrow,2008
Wardruna,B087HFT5PD,Vinyl,138,4.7,Yggdrasil Green Marbel,2020
Frank Marino & Mahogany Rush,B0012GN3IM,"Audio CD,MP3 Music,Vinyl",139,4.7,Tales Of The Unexpected,2008
Avatar,B076Q7GPRR,"Audio CD,Vinyl",139,4.7,Avatar Country,2018
Doro,B07B5WCX4V,"Audio CD,MP3 Music,Vinyl",138,4.7,Classic Diamonds,2018
Graeme Revell,B0000ALFXD,"Audio CD,MP3 Music",138,4.7,Freddy Vs. Jason: Music from the Soundtrack, | 
Falconer,B0874N63SY,"Audio CD,MP3 Music,Vinyl",139,4.7,From a Dying Ember,2020
King's X,B0015UGNSC,"Audio CD,MP3 Music",138,4.7,XV,2012
UFO,B001LOU6ZS,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",138,4.7,Mechanix,2009
Angels,B000FBXV2I,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",139,4.7,Face To Face,1980
Black Label Society,B00242KCSM,"Audio CD,MP3 Music,Vinyl",138,4.7,"Hangover Music, Vol. VI",2009
Running Wild,B073LBRNCT,"Vinyl,MP3 Music,Audio CD",139,4.7,Blazon Stone,2017
Voivod,B00A8ZZ5U2,"Audio CD,MP3 Music,Vinyl",138,4.7,Target Earth,2013
Entombed AD,B07T2LX54B,"Audio CD,MP3 Music,Vinyl",139,4.7,Bowels Of Earth Ltd. Patch,2019
Paradise Lost,B0000AHEBJ,"Audio CD,MP3 Music,Vinyl",138,4.7,Lost Paradise,2017
Swans,B09FZLFR1C,"Vinyl,MP3 Music,Audio CD",137,4.7,Soundtracks For The Blind,2021
Little Feat,B000002KG1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",137,4.7,Last Record Album,1990
Orden Ogan,B00P3525VE,"Audio CD,MP3 Music,Vinyl",138,4.7,Ravenhead,2015
Nile,B010FP0WTS,"Audio CD,MP3 Music,Vinyl",137,4.7,What Should Not Be Unearthed,2015
House of Lords,B00000EU1H,"Audio, Cassette,Audio CD,Vinyl",137,4.7,House of Lords,
Intronaut,B082PP9XB7,"Audio CD,MP3 Music,Vinyl",137,4.7,Fluid Existential Inversions,2020
Die Toten Hosen,B000006Y7T,"Audio CD,MP3 Music",138,4.7,Reich & Sexy,
Rodrigo y Gabriela,B001FZSKMY,Audio CD,137,4.7,Live In Japan,2008
Pride & Glory,B07VV5PYV4,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",137,4.7,PRIDE & GLORY,2019
Sirenia,B01LOD8LH0,"Audio CD,MP3 Music",137,4.7,Dim Days Of Dolor,2022
Woods of Ypres,B01FDL89OO,"Audio CD,MP3 Music,Vinyl",137,4.7,Woods 5: Grey Skies & Electric Light,2012
Razor,B0BKMHNKQB,"Vinyl,MP3 Music,Audio CD",137,4.7,Violent Restitution - Splatter,2022
Benny Mardones,B00000E5MU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",136,4.7,Never Run Never Hide,1990
Iron Maiden,B00006RZ5W,"Audio CD,Vinyl",136,4.7,Edward The Great - The Greatest Hits,2002
Ozzy Osbourne,B00E7FSNGM,Audio CD,137,4.7,Tibute Blu-Spec 2,2013
Iron Maiden,B000A6NQNC,"Audio CD,Vinyl",136,4.7,Edward the Great: Greatest Hits,2006
Various Artists,B0000032R9,Audio CD,135,4.7,"Super Hits Of The '70s: Have A Nice Day, Vol. 3",1990
White Zombie,B001H5HWTE,"Audio CD,MP3 Music",135,4.7,Let Sleeping Corpses Lie,2008
Heart,B000002TSX,"Audio CD,MP3 Music,Audio, Cassette",136,4.7,The Road Home,1995
Lynyrd Skynyrd,B001U0HBGA,Audio CD,136,4.7,Authorized Bootleg: Live at Winterland - San Francisco Mar. 07 1976,2009
Rose Tattoo,B0000073FB,"Audio CD,MP3 Music,Vinyl",136,4.7,Rose Tattoo,2002
Cynic,B001Q8FSTI,"Audio CD,MP3 Music",135,4.7,TRACED IN AIR,2012
Nonpoint,B01FK3GPK0,"Audio CD,MP3 Music,Vinyl",135,4.7,The Poison Red,2016
Nazareth,B000008ITT,"Audio CD,MP3 Music,Vinyl",136,4.7,Close Enough for Rock-N-Roll,2001
Ihsahn,B08991T31M,"Audio CD,MP3 Music",136,4.7,Pharos,2020
Y&T,B001AQYPSG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",136,4.7,Earthshaker,2008
The Tragically Hip,B001T6OP96,"Audio CD,MP3 Music,Vinyl",136,4.7,We Are the Same,2009
Insomnium,B005JIPUS0,Audio CD,136,4.7,One for Sorrow,2011
Escape the Fate,B00BZW5XL8,"Audio CD,MP3 Music,Vinyl",136,4.7,Ungrateful,2013
The Pink Fairies,B000065TQR,"Audio CD,MP3 Music,Vinyl",136,4.7,Neverneverland,2002
Cirith Ungol,B00001R3NT,"Audio CD,MP3 Music,Vinyl",135,4.7,Frost & Fire,2008
Symphony X,B00012BD0S,"Audio CD,Vinyl",136,4.7,Divine Wings of Tragedy,2012
Transatlantic,B00004RDJ1,"Audio CD,Vinyl",135,4.7,Stolt Morse Portnoy Trewavas,2000
Borknagar,B017WW1RFU,"Audio CD,MP3 Music,Vinyl",136,4.7,Winter Thrice,2016
Thundermother,B06X9L96SC,"Vinyl,MP3 Music,Audio CD",135,4.7,Rock N Roll Disaster,2017
Danko Jones,B003D7F30O,"Audio CD,MP3 Music,Vinyl",135,4.7,Below the Belt,2010
Ulver,B0BRYTSKB8,"Vinyl,MP3 Music,Audio CD",134,4.7,The Assassination of Julius Caesar,2023
Xentrix,B07QM3HQ8K,"Audio CD,MP3 Music,Vinyl",135,4.7,Bury The Pain,2019
Bloodbound,B08T75JQZF,"Audio CD,MP3 Music,Vinyl",135,4.7,Creatures Of The Dark Realm,2021
Lizzy Borden,B09FYBQ495,"Vinyl,Audio CD",135,4.7,Master of Disguise,2021
The Runaways,B0000DZGTY,"Audio CD,MP3 Music,Vinyl",134,4.7,Waitin' for the Night,2004
Jan Hammer,B000FVBLBQ,"Audio CD,Vinyl",135,4.7,Best Of Miami Vice,2006
Damn Yankees,B0000630Y8,"Audio CD,MP3 Music",134,4.7,Essentials,2002
Blind Guardian,B00000IP3V,"Audio CD,MP3 Music",135,4.7,Tales From The Twilight World,1999
Bloodbath,B07GJ2J99X,"Audio CD,Vinyl",134,4.7,The Arrow Of Satan Is Drawn,2018
Atreyu,B0127FZKVO,"Vinyl,MP3 Music,Audio CD",135,4.7,Long Live,2015
Rob Zombie,B00S24RT6Y,"Audio CD,MP3 Music,Vinyl",135,4.7,Spookshow International Live,2015
Insomnium,B000065V50,"Audio CD,MP3 Music,Vinyl",134,4.7,In The Halls Of Awaiting,2015
Crowbar,B00JKXGZNO,"Audio CD,MP3 Music,Vinyl",135,4.7,Symmetry in Black,2014
Sanctuary,B01N6F7655,"Vinyl,MP3 Music,Audio CD",135,4.7,Inception,2017
The Kinks,B0000BWVCD,Audio CD,133,4.7,Kinks: The Ultimate Collection,2003
Andy Timmons,B000063BW6,"Audio CD,MP3 Music",134,4.7,"That Was Then, This Is Now",2015
Billy Joel,B000024BW8,"Audio CD,Vinyl,Audio, Cassette",134,4.7,Glass Houses,
Ian Gillan,B07RY4B76T,"Audio CD,MP3 Music",134,4.7,Contractual Obligation #2: Live In Warsaw,2019
Counterfit,B01MY7GFPI,"Audio CD,MP3 Music,Vinyl",134,4.7,TOGETHER WE ARE STRONGER,2020
Led Zeppelin,B000002IVA,Audio CD,133,4.7,Led Zeppelin Vol. 2,1993
Aerosmith,B000000ORO,"Audio CD,Vinyl,Audio, Cassette",134,4.7,Pump,1989
Armored Saint,B005NH8Z5W,"Audio CD,MP3 Music,Vinyl",133,4.7,Delirious Nomad,2011
Atreyu,B000LE0T6K,"Audio CD,MP3 Music,Vinyl",134,4.7,The Best Of Atreyu,2007
Satyricon,B07N8SKYLV,"Audio CD,MP3 Music",133,4.7,Nemesis Divina,2022
Hurt,B000ELJA8S,"Audio CD,MP3 Music",134,4.7,HURT Vol.1,2006
Hatebreed,B002IVLWGA,"Audio CD,MP3 Music,Vinyl",134,4.7,Hatebreed,2009
Megaherz,B078859G3Q,"Audio CD,MP3 Music,Vinyl",134,4.7,Komet,2022
David Bowie,B0000TWML6,"Audio CD,Vinyl",134,4.7,Best of Bowie,2003
Napalm Death,B00Q6T8DO4,"Vinyl,MP3 Music,Audio CD",134,4.7,Apex Predator - Easy Meat,2015
Amorphis,B0BNZQPNDY,"Vinyl,Audio CD",132,4.7,Eclipse,2023
Lita Ford,B00FBTYW2C,Audio CD,132,4.7,Lita / Dangerous Curves,2013
Children of Bodom,B002LIKM8E,"Audio CD,MP3 Music",132,4.7,Skeletons In The Closet,2009
MEW,B01EKMOTIW,"Vinyl,Audio CD",44,4.8,& The Glass Handed Kites,2017
Judas Priest,B00004SR2F,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",132,4.7,"Hero, Hero",2000
Walk in Darkness,B08MMT8GM2,"Audio CD,MP3 Music",44,4.8,Welcome To The New World,2021
Dark Funeral,B09BYFX3WY,"Audio CD,MP3 Music,Vinyl",44,4.8,Vobiscum Satanas,2022
Diabolical Masquerade,B08Z342X1Q,"Audio CD,MP3 Music,Vinyl",44,4.8,Nightwork,2021
Powerman 5000,B000095J90,"Audio CD,MP3 Music",133,4.7,Transform,2003
Behemoth,B000RHK0ZG,"Audio CD,MP3 Music,Vinyl",132,4.7,Thelema 6,2017
Hank Williams Jr.,B00000DAI8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",44,4.8,"Wild Streak, Vol. 16",1998
Kyng,B005FYCIOM,"Audio CD,MP3 Music",44,4.8,Trampled Sun,2011
The Word Alive,B01B7AQLAO,"Audio CD,MP3 Music,Vinyl",44,4.8,Dark Matter,2016
Between the Buried and Me,B000HD1N0Q,"Audio CD,MP3 Music,Vinyl",132,4.7,The Silent Circus,2006
Organectomy,B079ZV78VS,"Audio CD,MP3 Music,Vinyl",44,4.8,Domain of the Wretched,2018
Borknagar,B0032XITW8,"Vinyl,MP3 Music,Audio CD",44,4.8,Olden Domain,2015
Killing Joke,B007BLHY64,Audio CD,133,4.7,Mmxii,2012
Benighted,B09M5CZM6M,"Audio CD,MP3 Music,Vinyl",44,4.8,Carnivore Sublime,2022
Loudness,B09DMRFDB8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",133,4.7,Lightning Strikes,2021
Fleetwood Mac,B002DIPSOK,"Vinyl,Audio CD",44,4.8,Live at the Boston Tea Party,2020
Behemoth,B0794L61LR,"Audio CD,MP3 Music",44,4.8,Demigod,2018
Acrassicauda,B0036FLDSE,Audio CD,44,4.8,Only The Dead See The End Of The War,2010
Excel,B01LYKMVLE,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",44,4.8,The Joke's On You,2016
Alesana,B09GG4DSR8,"Audio CD,MP3 Music,Vinyl",44,4.8,Confessions,2021
Naglfar,B08GFMLFTY,"Audio CD,MP3 Music,Vinyl",44,4.8,Pariah,2021
Karg,B07ZW8Z3Q6,"Audio CD,MP3 Music,Vinyl",44,4.8,Traktat,2020
House of Lords,B000F7CDRQ,"Audio CD,MP3 Music",44,4.8,World Upside Down,2006
Steamhammer,B06Y5GHDZQ,"Vinyl,MP3 Music,Audio CD",44,4.8,MK II,2017
Sunny Day Real Estate,B009LETRZA,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",132,4.7,How It Feels To Be Something On,1998
TesseracT,B096TTR7VN,Blu-ray,132,4.7,Portals,
Belphegor,B09Y26M2RP,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",131,4.7,The Devils - Wine Red,2022
James Hetfield,6305633177,"DVD,VHS Tape",131,4.7,Cliff 'Em All! [DVD],", et al."
Twelve Foot Ninja,B09DTQZVQT,"Audio CD,MP3 Music,Vinyl",131,4.7,Vengeance,2021
Autograph,B002Q8YC1W,"Audio CD,Vinyl,Audio, Cassette",132,4.7,Autograph : That's the Stuff,2009
Aerosmith,B0006VXMMG,Audio CD,131,4.7,Aerosmith - Gold,2005
Junkyard,B07XN1JFFN,"Audio CD,MP3 Music,Vinyl",132,4.7,Old Habits Die Hard,2019
Rhapsody of Fire,B0185A6DDE,"Audio CD,MP3 Music,Vinyl",132,4.7,Into the Legend,2016
Rage,B098CYSNSV,"Audio CD,MP3 Music,Vinyl",132,4.7,Resurrection Day,2021
Leah,B00NBZFJXY,"Audio CD,MP3 Music,Vinyl",131,4.7,Otherworld,2014
Sammy Hagar,B000G1ALLQ,"Audio CD,MP3 Music",132,4.7,Livin' It Up,2015
,6302372666,"VHS Tape,DVD",131,4.7,Metallica - Cliff 'Em All VHS,
